stdntid,gender,race,birthmonth,birthday,birthyear,gkclasstype,gkclasssize,gkschid,gksurban,gktchid,gkfreelunch,gktreadss,gktmathss,gktlistss,g1classtype,g1classsize,g1schid,g1surban,g1tchid,g1freelunch,g1treadss,g1tmathss,g1tlistss,g2classtype,g2classsize,g2schid,g2surban,g2tchid,g2freelunch,g2treadss,g2tmathss,g2tlistss,g3classtype,g3classsize,g3schid,g3surban,g3tchid,g3freelunch,g3treadss,g3tmathss,g3tlangss,g3tlistss,,
10114,1,1,12,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,169280,2,16928004,2,505,520,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10115,1,2,11,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244745,2,24474512,1,593,540,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10116,1,1,11,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27,216537,3,21653717,2,543,533,579,577,,
10117,1,1,5,14,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,234628,3,23462812,1,557,577,649,1,17,234628,3,23462817,1,572,588,583,689,,
10118,1,1,9,4,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,264945,2,26494508,2,487,505,554,3,25,264945,2,26494516,2,536,543,570,3,28,264945,2,26494522,2,565,561,589,595,,
10119,1,1,6,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,257899,3,25789906,2,507,523,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10120,1,1,6,10,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,173312,3,17331210,1,568,603,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10121,2,1,7,10,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,169229,2,16922924,2,596,596,610,1,17,169229,2,16922934,2,644,663,657,668,,
10122,1,2,7,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,244839,2,24483914,1,618,615,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10123,2,6,4,9,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,169219,2,16921906,1,629,601,568,3,22,169219,2,16921909,1,637,639,622,3,22,169219,2,16921914,2,713,774,722,656,,
10124,1,1,5,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,205488,2,20548808,2,530,596,596,3,21,205488,2,20548812,2,562,636,627,619,,
10125,2,1,11,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,262937,2,26293716,2,624,629,682,672,,
10126,1,2,10,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10127,1,1,10,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,257899,3,25789920,2,686,667,635,677,,
10128,1,2,10,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477617,1,NA,NA,545,3,24,244776,1,24477621,2,NA,NA,NA,NA,,
10129,2,1,10,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,257905,4,25790520,1,643,552,564,2,25,257905,4,25790527,NA,654,603,644,603,,
10130,1,1,3,11,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,205491,2,20549106,2,516,518,592,2,22,205491,2,20549108,2,564,538,613,2,20,205491,2,20549112,2,575,558,606,652,,
10131,2,1,1,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,208503,3,20850307,2,588,587,575,2,23,208503,3,20850310,2,622,651,664,656,,
10132,2,2,1,4,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,244708,1,24470807,1,NA,NA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10133,1,2,3,21,1980,3,22,169280,2,16928003,2,427,478,509,3,25,169280,2,16928007,2,487,549,554,3,26,169280,2,16928009,2,582,574,602,3,25,169280,2,16928013,2,597,634,618,617,,
10134,2,2,3,27,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,244796,1,24479613,1,599,554,632,606,,
10135,2,2,3,4,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244774,1,24477416,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10136,1,1,3,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,161183,3,16118307,1,462,479,548,2,23,161183,3,16118316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10137,1,2,6,2,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,244774,1,24477422,1,564,618,618,608,,
10138,1,2,3,18,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244708,1,24470820,1,554,568,583,551,,
10139,1,2,12,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,244806,1,24480617,1,559,587,578,1,18,244806,1,24480627,1,562,593,608,559,,
10140,1,2,2,26,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,244780,1,24478006,2,524,529,574,1,16,244780,1,24478007,2,591,545,587,2,21,244806,1,24480626,2,647,645,650,640,,
10141,1,1,6,4,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,203457,3,20345707,1,523,546,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10142,2,2,8,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,205492,2,20549209,1,542,520,537,3,23,205492,2,20549214,1,572,536,641,551,,
10143,2,1,1,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,205492,2,20549217,NA,NA,NA,NA,NA,,
10144,1,2,5,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244755,1,24475518,1,566,603,596,3,21,244755,1,24475523,1,618,620,638,637,,
10145,2,1,11,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,161183,3,16118311,1,540,553,554,1,15,161183,3,16118314,2,593,603,578,1,15,161183,3,16118320,1,602,601,630,612,,
10146,1,1,8,25,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,216537,3,21653703,1,468,532,546,2,25,216537,3,21653710,1,512,528,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10147,2,2,7,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,244776,1,24477615,1,538,535,559,2,22,244776,1,24477620,1,562,574,602,577,,
10148,2,1,10,7,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,244801,2,24480114,2,626,624,653,619,,
10149,2,NA,9,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244708,1,24470818,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10150,2,3,3,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,262937,2,26293718,2,604,606,618,582,,
10151,1,2,5,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,244806,1,24480622,1,599,591,604,577,,
10152,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,257905,4,25790513,2,571,601,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10153,1,1,12,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,161176,3,16117616,1,670,634,677,663,,
10154,2,1,6,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,201449,3,20144911,2,571,592,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10155,1,1,10,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,193423,3,19342309,NA,448,490,551,2,21,193423,3,19342313,1,488,514,570,2,24,193423,3,19342316,1,NA,NA,NA,NA,,
10156,2,1,1,16,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,262937,2,26293716,2,602,634,625,617,,
10157,1,2,8,22,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244774,1,24477412,2,520,579,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10158,1,2,8,12,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,169280,2,16928004,1,451,486,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10159,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,203457,3,20345708,1,575,587,622,2,22,203457,3,20345712,1,606,634,613,646,,
10160,1,1,7,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,112038,4,11203808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10161,1,1,4,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,176329,3,17632914,1,606,591,618,624,,
10162,1,1,12,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,262937,2,26293714,2,657,663,688,637,,
10163,1,1,8,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,205488,2,20548812,1,572,583,606,582,,
10164,1,2,5,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,244746,1,24474609,1,582,611,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10165,1,1,2,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,189378,3,18937810,2,549,626,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10166,2,1,1,17,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,259915,3,25991513,1,NA,NA,NA,NA,,
10167,1,2,2,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,244806,1,24480626,1,557,567,595,597,,
10168,1,2,6,21,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,205492,2,20549216,2,569,597,604,NA,,
10169,1,2,9,28,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244708,1,24470823,1,549,541,563,554,,
10170,1,2,9,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244708,1,24470814,1,560,536,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10171,2,2,5,31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,244776,1,24477615,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10172,2,NA,6,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,169229,2,16922923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10173,NA,NA,6,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,169229,2,16922930,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10174,2,2,4,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244723,1,24472313,1,577,565,631,3,22,244708,1,24470821,1,592,577,627,577,,
10175,1,2,10,31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,169280,2,16928005,1,558,538,543,1,17,169280,2,16928010,1,608,574,575,1,18,169280,2,16928015,1,577,588,622,624,,
10176,2,2,10,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244796,1,24479608,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10177,2,1,6,25,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,230612,3,23061212,NA,600,586,602,637,,
10178,2,2,6,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,205492,2,20549208,1,NA,NA,NA,3,23,205492,2,20549213,NA,593,552,650,603,,
10179,2,1,11,21,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,257905,4,25790508,2,564,584,611,1,16,257905,4,25790518,1,599,577,610,1,16,257905,4,25790525,1,624,631,618,649,,
10180,1,2,10,8,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,244774,1,24477419,1,582,616,641,582,,
10181,1,2,1,14,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,205492,2,20549205,2,524,562,606,2,23,205492,2,20549212,2,591,574,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10182,1,2,12,30,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,244801,2,24480114,1,631,636,618,610,,
10183,1,2,1,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,244780,1,24478011,1,657,620,682,599,,
10184,2,2,7,28,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,244728,1,24472812,1,572,570,620,595,,
10185,1,2,11,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244799,2,24479910,1,559,568,590,2,26,244799,2,24479915,1,592,636,627,637,,
10186,1,1,3,5,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,205488,2,20548805,2,494,557,592,1,14,205488,2,20548810,2,549,593,613,1,16,205488,2,20548814,2,616,612,618,640,,
10187,1,2,10,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477619,1,569,574,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10188,1,1,8,22,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244801,2,24480106,2,579,512,592,1,13,244801,2,24480109,2,650,603,622,1,17,244801,2,24480113,2,693,655,672,668,,
10189,1,2,5,22,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,244697,1,24469720,1,NA,NA,NA,NA,,
10190,1,1,5,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,173312,3,17331208,1,582,596,581,2,23,173312,3,17331213,1,587,564,608,580,,
10191,2,1,3,22,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244831,2,24483107,2,558,502,531,3,25,244831,2,24483109,2,573,536,556,3,21,244831,2,24483114,2,587,576,635,577,,
10192,2,2,1,14,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244780,1,24478005,1,516,507,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10193,2,2,1,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,221571,3,22157109,1,NA,497,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10194,2,1,12,2,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,201449,3,20144927,2,602,608,602,586,,
10195,2,2,8,16,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,244723,1,24472315,1,575,596,587,1,13,244723,1,24472322,1,620,616,650,624,,
10196,2,2,3,3,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,244799,2,24479915,1,578,591,647,660,,
10197,1,2,7,11,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244755,1,24475518,1,557,531,551,3,21,244755,1,24475523,1,573,576,576,610,,
10198,1,2,8,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477619,NA,577,577,587,3,21,244776,1,24477622,1,644,606,574,689,,
10199,2,1,12,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,234628,3,23462809,1,472,507,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10200,2,2,6,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244708,1,24470815,1,604,572,590,2,22,244708,1,24470823,1,629,659,672,634,,
10201,1,1,12,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,212522,4,21252220,1,624,631,622,646,,
10202,2,NA,7,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244780,1,24478009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10203,1,1,11,10,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,221571,3,22157121,2,618,579,589,615,,
10204,1,2,12,9,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,244839,2,24483913,2,547,535,559,2,25,244839,2,24483919,1,550,567,589,586,,
10205,2,1,12,16,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,189378,3,18937813,2,661,645,694,689,,
10206,1,1,7,9,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,228606,3,22860609,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10207,2,2,7,16,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,262937,2,26293714,2,644,663,635,595,,
10208,2,2,8,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244708,1,24470818,1,518,518,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10209,1,2,3,24,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,244801,2,24480111,1,492,528,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10210,2,1,6,5,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,170295,3,17029507,1,521,545,588,3,23,170295,3,17029510,1,575,584,578,3,26,170295,3,17029514,1,629,604,630,627,,
10211,1,2,4,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244831,2,24483110,1,599,599,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10212,2,2,12,29,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,244708,1,24470817,1,550,579,570,1,17,244708,1,24470822,1,595,585,620,597,,
10213,1,2,3,3,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,205492,2,20549206,1,NA,451,536,3,22,205492,2,20549209,1,512,475,562,3,23,205492,2,20549213,NA,NA,NA,NA,NA,,
10214,1,2,1,12,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244746,1,24474607,1,555,563,602,3,25,244746,1,24474611,1,575,547,604,593,,
10215,2,1,5,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,165199,4,16519904,1,548,532,625,1,15,164198,3,16419807,NA,NA,NA,NA,1,11,164198,3,16419810,1,639,626,635,663,,
10216,1,2,8,5,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,244727,2,24472714,2,497,520,529,1,15,244727,2,24472719,2,535,580,587,593,,
10217,1,NA,7,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,165199,4,16519907,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10218,1,2,4,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,244806,1,24480620,1,552,536,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10219,2,2,10,27,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,244697,1,24469719,1,608,614,638,606,,
10220,2,1,3,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,262937,2,26293716,2,665,639,694,668,,
10221,2,NA,6,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,168211,3,16821111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10222,2,1,8,4,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,252885,3,25288515,1,631,634,630,640,,
10223,1,2,2,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244727,2,24472709,1,651,538,571,3,23,244727,2,24472712,1,637,611,599,3,28,244727,2,24472715,1,686,642,677,627,,
10224,2,1,6,9,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,228606,3,22860612,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10225,2,1,1,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,193422,3,19342206,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10226,2,1,5,6,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,166203,4,16620311,1,580,597,613,612,,
10227,1,1,6,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,161176,3,16117613,2,590,614,611,652,,
10228,1,2,1,6,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244755,1,24475518,1,547,530,548,3,21,244755,1,24475523,1,587,580,570,584,,
10229,2,1,10,10,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,161183,3,16118315,1,618,603,602,1,15,161183,3,16118319,1,626,604,644,624,,
