age,workclass,education-num,marital-status,occupation,capital-gain,capital-loss,hours-per-week,native-country,income
"(23.0, 27.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,55, United-States,1
"(51.0, 57.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(46.0, 51.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Protective-serv,0,0,40, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,2179,40, Puerto-Rico,0
"(38.0, 42.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,1977,65, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,25, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,15024,0,60, United-States,1
"(27.0, 31.0]", State-gov,"(9.0, 10.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,50, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, Mexico,0
"(31.0, 35.0]", Local-gov,"(0.999, 9.0]", Separated, Machine-op-inspct,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,30, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,2176,0,18, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Divorced, Farming-fishing,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,0
"(35.0, 38.0]", Federal-gov,"(13.0, 16.0]", Never-married, Prof-specialty,0,1408,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,72, Dominican-Republic,0
"(57.0, 90.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(46.0, 51.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Craft-repair,0,1980,40, Philippines,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,1
"(31.0, 35.0]", Local-gov,"(0.999, 9.0]", Never-married, Farming-fishing,594,0,60, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(23.0, 27.0]", Federal-gov,"(0.999, 9.0]", Never-married, Armed-Forces,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, Mexico,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,35, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-inc,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,55, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,1
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Never-married, Farming-fishing,0,0,40, United-States,0
"(51.0, 57.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Divorced, Transport-moving,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,1977,45, United-States,1
"(57.0, 90.0]", Private,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Transport-moving,0,0,60, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,6, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,30, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,45, Portugal,0
"(42.0, 46.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,20, United-States,0
"(27.0, 31.0]", State-gov,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,20, United-States,0
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,15024,0,60, United-States,1
"(42.0, 46.0]", Federal-gov,"(0.999, 9.0]", Divorced, Adm-clerical,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,0,0,20, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, El-Salvador,0
"(16.999, 23.0]", Local-gov,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,40, Poland,0
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Exec-managerial,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Protective-serv,0,0,8, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-spouse-absent, Handlers-cleaners,0,1380,42, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,1
"(35.0, 38.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,15024,0,80, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,7688,0,50, United-States,1
"(23.0, 27.0]", Local-gov,"(9.0, 10.0]", Divorced, Handlers-cleaners,0,0,50, United-States,0
"(35.0, 38.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Tech-support,0,0,45, United-States,1
"(42.0, 46.0]", Private,"(9.0, 10.0]", Divorced, Machine-op-inspct,0,0,58, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(35.0, 38.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,20051,0,48, United-States,1
"(38.0, 42.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Tech-support,0,0,50, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Separated, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Transport-moving,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,50, United-States,0
"(31.0, 35.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Protective-serv,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,36, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(9.0, 10.0]", Divorced, Exec-managerial,0,0,50, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, Mexico,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Transport-moving,0,0,55, United-States,0
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,35, United-States,1
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,1
"(51.0, 57.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,60, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,48, United-States,0
"(42.0, 46.0]", Self-emp-inc,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,5013,0,45, United-States,0
"(27.0, 31.0]", Self-emp-not-inc,"(0.999, 9.0]", Separated, Craft-repair,0,0,35, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Divorced, Exec-managerial,0,0,42, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,12, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,1977,40, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(23.0, 27.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(27.0, 31.0]", Self-emp-not-inc,"(10.0, 13.0]", Never-married, Tech-support,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Adm-clerical,0,0,60, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,1887,47, United-States,1
"(51.0, 57.0]", Self-emp-inc,"(10.0, 13.0]", Divorced, Prof-specialty,0,0,80, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Never-married, Transport-moving,0,0,48, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,7688,0,40, Canada,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,40, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,1902,50, United-States,1
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Tech-support,2174,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Never-married, Tech-support,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Adm-clerical,0,0,28, United-States,0
"(38.0, 42.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(31.0, 35.0]", Self-emp-not-inc,"(10.0, 13.0]", Never-married, Farming-fishing,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(35.0, 38.0]", Local-gov,"(0.999, 9.0]", Separated, Exec-managerial,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,50, United-States,0
"(23.0, 27.0]", Local-gov,"(10.0, 13.0]", Never-married, Prof-specialty,1055,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,60, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,32, United-States,0
"(51.0, 57.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,55, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,15024,0,45, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Transport-moving,0,0,55, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Handlers-cleaners,0,0,40, El-Salvador,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,60, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,45, United-States,1
"(35.0, 38.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,64, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,26, United-States,1
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,15024,0,60, United-States,1
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,60, United-States,0
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,15024,0,60, United-States,1
"(46.0, 51.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,50, Cuba,0
"(51.0, 57.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,60, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,55, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,5178,0,50, United-States,1
"(27.0, 31.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(46.0, 51.0]", Self-emp-inc,"(13.0, 16.0]", Separated, Prof-specialty,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,15, United-States,0
"(27.0, 31.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,0,20, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Exec-managerial,4101,0,50, United-States,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, Taiwan,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,35, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,1
"(42.0, 46.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(13.0, 16.0]", Never-married, Sales,0,0,60, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(42.0, 46.0]", Local-gov,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,38, United-States,0
"(23.0, 27.0]", State-gov,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,3411,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,1721,40, United-States,0
"(46.0, 51.0]", Federal-gov,"(9.0, 10.0]", Divorced, Exec-managerial,0,0,40, United-States,0
"(16.999, 23.0]", Self-emp-not-inc,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,10, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(46.0, 51.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,50, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,16, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, Mexico,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,45, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Widowed, Exec-managerial,0,0,50, United-States,0
"(27.0, 31.0]", Local-gov,"(0.999, 9.0]", Never-married, Protective-serv,0,0,48, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, Portugal,1
"(31.0, 35.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(16.999, 23.0]", Local-gov,"(9.0, 10.0]", Separated, Exec-managerial,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(13.0, 16.0]", Never-married, Exec-managerial,0,0,35, Dominican-Republic,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,30, United-States,0
"(51.0, 57.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Farming-fishing,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,20, United-States,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,60, United-States,1
"(27.0, 31.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Tech-support,0,1902,40, United-States,1
"(35.0, 38.0]", Local-gov,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,30, United-States,0
"(27.0, 31.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, Jamaica,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,35, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,25, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Tech-support,4386,0,40, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,2051,60, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,4650,0,40, United-States,0
"(46.0, 51.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,42, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,7298,0,45, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, Mexico,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,2377,45, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,2407,0,40, United-States,0
"(42.0, 46.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,1
"(51.0, 57.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,72, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Tech-support,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,20, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,7688,0,40, United-States,1
